epoch	loss		val_loss
0	2.0813e+01	9.3568e+00
1	8.9282e+00	9.8054e+00
2	8.4965e+00	8.6640e+00
3	8.3739e+00	8.4555e+00
4	8.2703e+00	8.3488e+00
5	8.2450e+00	8.3253e+00
6	8.2294e+00	8.2889e+00
7	8.2104e+00	8.2829e+00
8	8.2251e+00	8.2793e+00
9	8.2144e+00	8.2423e+00
10	8.1524e+00	8.3330e+00
11	8.0991e+00	8.1983e+00
12	7.8056e+00	7.5921e+00
13	7.2755e+00	7.1890e+00
14	6.0189e+00	5.2961e+00
15	4.6566e+00	4.4656e+00
16	4.1397e+00	3.9111e+00
17	3.8599e+00	3.8698e+00
18	3.6526e+00	3.6645e+00
19	3.4861e+00	3.4211e+00
20	3.3881e+00	3.3390e+00
21	3.2806e+00	3.1950e+00
22	3.1893e+00	3.1919e+00
23	3.1471e+00	3.2438e+00
24	3.0145e+00	3.0303e+00
25	2.9320e+00	3.1446e+00
26	2.8819e+00	2.9841e+00
27	2.8222e+00	2.9506e+00
28	2.7710e+00	2.9063e+00
29	2.7268e+00	2.8258e+00
30	2.6483e+00	2.7047e+00
31	2.6353e+00	2.6771e+00
32	2.5969e+00	2.7122e+00
33	2.5300e+00	2.8004e+00
34	2.5156e+00	2.6407e+00
35	2.4594e+00	2.6896e+00
36	2.4375e+00	2.5895e+00
37	2.4021e+00	2.5579e+00
38	2.3747e+00	2.4633e+00
39	2.3557e+00	2.5002e+00
40	2.3420e+00	2.4845e+00
41	2.2705e+00	2.5220e+00
42	2.2532e+00	2.3719e+00
43	2.2688e+00	2.5047e+00
44	2.2018e+00	2.3310e+00
45	2.1344e+00	2.3237e+00
46	2.1045e+00	2.2760e+00
47	2.1673e+00	2.3437e+00
48	2.0774e+00	2.2560e+00
49	2.1198e+00	2.4932e+00
50	2.0957e+00	2.4456e+00
51	2.0492e+00	2.2012e+00
52	2.0017e+00	2.1779e+00
53	1.9891e+00	2.3100e+00
54	1.9554e+00	2.1657e+00
55	1.9192e+00	2.0994e+00
56	1.9035e+00	2.0763e+00
57	1.9094e+00	2.0892e+00
58	1.9097e+00	2.1384e+00
59	1.8743e+00	2.1105e+00
60	1.8561e+00	2.0651e+00
61	1.8701e+00	2.0624e+00
62	1.8211e+00	2.0261e+00
63	1.7746e+00	2.1506e+00
64	1.7644e+00	2.0180e+00
65	1.7729e+00	2.0072e+00
66	1.7453e+00	1.9416e+00
67	1.7435e+00	1.8875e+00
68	1.7258e+00	2.0032e+00
69	1.7696e+00	1.9422e+00
70	1.7197e+00	1.9917e+00
71	1.7338e+00	1.9256e+00
72	1.6640e+00	1.9065e+00
73	1.6562e+00	1.9236e+00
74	1.6679e+00	1.9314e+00
75	1.7272e+00	1.9041e+00
76	1.7509e+00	1.8954e+00
77	1.6483e+00	1.8489e+00
78	1.6183e+00	1.9172e+00
79	1.6097e+00	1.8072e+00
80	1.6392e+00	1.8589e+00
81	1.6476e+00	1.8764e+00
82	1.6105e+00	1.8412e+00
83	1.5854e+00	1.8221e+00
84	1.5587e+00	2.1639e+00
85	1.5897e+00	1.8120e+00
86	1.6098e+00	1.8982e+00
87	1.5247e+00	1.8071e+00
88	1.5867e+00	1.9339e+00
89	1.6051e+00	2.0266e+00
90	1.6264e+00	1.9806e+00
91	1.5292e+00	1.8992e+00
92	1.6715e+00	1.9318e+00
93	1.7713e+00	1.8289e+00
94	1.5842e+00	1.7735e+00
95	1.5295e+00	1.7749e+00
96	1.5820e+00	1.7836e+00
97	1.5251e+00	1.7018e+00
98	1.4812e+00	1.8077e+00
99	1.4838e+00	1.8779e+00
