epoch	loss		val_loss
0	1.3922e+01	8.6790e+00
1	8.4906e+00	8.5445e+00
2	8.2925e+00	8.3652e+00
3	8.2149e+00	8.2528e+00
4	8.1491e+00	8.1807e+00
5	8.0774e+00	8.0749e+00
6	7.6225e+00	7.3356e+00
7	6.7437e+00	6.0259e+00
8	5.2931e+00	4.7473e+00
9	4.5418e+00	4.3613e+00
10	4.1637e+00	4.0651e+00
11	3.9223e+00	3.8827e+00
12	3.7311e+00	3.6692e+00
13	3.5766e+00	3.5518e+00
14	3.5105e+00	3.4775e+00
15	3.3564e+00	3.3943e+00
16	3.2911e+00	3.3220e+00
17	3.1798e+00	3.3006e+00
18	3.1097e+00	3.2248e+00
19	3.0288e+00	3.1575e+00
20	2.9883e+00	3.1001e+00
21	2.9190e+00	3.0859e+00
22	2.8501e+00	3.0579e+00
23	2.8099e+00	3.1117e+00
24	2.7468e+00	3.0346e+00
25	2.7103e+00	3.0131e+00
26	2.6707e+00	2.9525e+00
27	2.6369e+00	2.9368e+00
28	2.5770e+00	2.9198e+00
29	2.5484e+00	2.9459e+00
30	2.5163e+00	3.0168e+00
31	2.4722e+00	2.8267e+00
32	2.4621e+00	2.9948e+00
33	2.4253e+00	2.8771e+00
34	2.4107e+00	2.9047e+00
35	2.3602e+00	2.8161e+00
36	2.3401e+00	2.8279e+00
37	2.3107e+00	2.7538e+00
38	2.2874e+00	2.7240e+00
39	2.2611e+00	2.6702e+00
40	2.2341e+00	2.7544e+00
41	2.2151e+00	2.6791e+00
42	2.1948e+00	2.7639e+00
43	2.1962e+00	2.6856e+00
44	2.1534e+00	2.6835e+00
45	2.1269e+00	2.7090e+00
46	2.1212e+00	2.7257e+00
47	2.0978e+00	2.8331e+00
48	2.0876e+00	2.7619e+00
49	2.0519e+00	2.8317e+00
50	2.0660e+00	2.7814e+00
51	2.0387e+00	2.6923e+00
52	2.0266e+00	2.6612e+00
53	1.9919e+00	2.6014e+00
54	1.9762e+00	2.6752e+00
55	1.9507e+00	2.5949e+00
56	1.9500e+00	2.5269e+00
57	1.9175e+00	2.5693e+00
58	1.9291e+00	2.6637e+00
59	1.8968e+00	2.6256e+00
60	1.8720e+00	2.5160e+00
61	1.8685e+00	2.5884e+00
62	1.8610e+00	2.5050e+00
63	1.8435e+00	2.4802e+00
64	1.8597e+00	2.4769e+00
65	1.8359e+00	2.5675e+00
66	1.8207e+00	2.5186e+00
67	1.8146e+00	2.4982e+00
68	1.7938e+00	2.5350e+00
69	1.7857e+00	2.5185e+00
70	1.7897e+00	2.3786e+00
71	1.7656e+00	2.4101e+00
72	1.7862e+00	2.4503e+00
73	1.7561e+00	2.4613e+00
74	1.7665e+00	2.3915e+00
75	1.7472e+00	2.4190e+00
76	1.7615e+00	2.7450e+00
77	1.7433e+00	2.4198e+00
78	1.7182e+00	2.4510e+00
79	1.7055e+00	2.5308e+00
80	1.6987e+00	2.5372e+00
81	1.6902e+00	2.4248e+00
82	1.6812e+00	2.4666e+00
83	1.6840e+00	2.5416e+00
84	1.6809e+00	2.4294e+00
85	1.6510e+00	2.5825e+00
86	1.6397e+00	2.6045e+00
87	1.6432e+00	2.5125e+00
88	1.6348e+00	2.6170e+00
89	1.6346e+00	2.5792e+00
90	1.6229e+00	2.4530e+00
91	1.6257e+00	2.4861e+00
92	1.6136e+00	2.4549e+00
93	1.6056e+00	2.3915e+00
94	1.6095e+00	2.3648e+00
95	1.5665e+00	2.3762e+00
96	1.5664e+00	2.4145e+00
97	1.5548e+00	2.4157e+00
98	1.5460e+00	2.4548e+00
99	1.5565e+00	2.3378e+00
